id,smiles_in,smiles_out,valid_out,exact_match,tanimoto,delta_atoms,delta_bonds
257,O=C(/C=C/Cl)Nc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,O=C(/C=C/Cl)Nc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,1,1,1.0,0,0
258,O=C(/C=C/Cl)Nc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,O=C(/C=C/Cl)Nc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,1,1,1.0,0,0
259,CC(=O)/C=C/C(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,CC(=O)/C=C/C(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,1,1,1.0,0,0
260,CC(=O)/C=C/C(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,CC(=O)/C=C/C(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,1,1,1.0,0,0
261,C=CS(=O)(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,C=CS(=O)(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,1,1,1.0,0,0
262,C=CS(=O)(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,C=CS(=O)(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,1,1,1.0,0,0
263,Cc1cccc(Nc2ncnc3cnc(NCCc4c[nH]cn4)nc23)c1,Cc1cccc(Nc2ncnc3cnc(NCCc4c[nH]cn4)nc23)c1,1,1,1.0,0,0
264,Cc1cccc2c(C(=O)Nc3ccccc3)c(SSc3c(C(=O)Nc4ccccc4)c4cccc(C)c4n3C)n(C)c12,Cc1cccc2c(C(=O)Nc3ccccc3)c(SSc3c(C(=O)Nc4ccccc4)c4cccc(C)c4n3C)n(C)c12,1,1,1.0,0,0
265,O=C(O)c1cccc(/N=C/c2cc(O)ccc2O)c1,O=C(O)c1cccc(/N=C/c2cc(O)ccc2O)c1,1,1,1.0,0,0
266,O=c1c(-c2ccc(O)cc2)coc2cc(O)cc(O)c12,O=c1c(-c2ccc(O)cc2)coc2cc(O)cc(O)c12,1,1,1.0,0,0
267,CN(C)CCCNC(=O)/C=C/C(=O)N(C)c1cc2c(Nc3cccc(Br)c3)ncnc2cn1,CN(C)CCCNC(=O)/C=C/C(=O)N(C)c1cc2c(Nc3cccc(Br)c3)ncnc2cn1,1,1,1.0,0,0
268,CN(C)CCCNC(=O)/C=C/C(=O)N(C)c1cc2c(Nc3cccc(Br)c3)ncnc2cn1,CN(C)CCCNC(=O)/C=C/C(=O)N(C)c1cc2c(Nc3cccc(Br)c3)ncnc2cn1,1,1,1.0,0,0
269,C=CS(=O)(=O)c1cc2c(Nc3cccc(Br)c3)ncnc2cn1,C=CS(=O)(=O)c1cc2c(Nc3cccc(Br)c3)ncnc2cn1,1,1,1.0,0,0
270,C=CS(=O)(=O)c1cc2c(Nc3cccc(Br)c3)ncnc2cn1,C=CS(=O)(=O)c1cc2c(Nc3cccc(Br)c3)ncnc2cn1,1,1,1.0,0,0
271,COc1ccc(Nc2ncc3cc(-c4c(Cl)cccc4Cl)c(=O)n(C)c3n2)cc1,COc1ccc(Nc2ncc3cc(-c4c(Cl)cccc4Cl)c(=O)n(C)c3n2)cc1,1,1,1.0,0,0
272,CNc1ccc2ncnc(Nc3cccc(Br)c3)c2n1,CNc1ccc2ncnc(Nc3cccc(Br)c3)c2n1,1,1,1.0,0,0
273,CNc1ccc2ncnc(Nc3cccc(Br)c3)c2n1,CNc1ccc2ncnc(Nc3cccc(Br)c3)c2n1,1,1,1.0,0,0
274,C=CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)c(C#N)cnc2cc1OCCCN1CCOCC1,C=CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)c(C#N)cnc2cc1OCCCN1CCOCC1,1,1,1.0,0,0
275,COC(=O)c1ccc(/N=C/c2cc(O)ccc2O)cc1O,COC(=O)c1ccc(/N=C/c2cc(O)ccc2O)cc1O,1,1,1.0,0,0
276,O=C(O)c1cccc(NCc2cc(O)ccc2O)c1,O=C(O)c1cccc(NCc2cc(O)ccc2O)c1,1,1,1.0,0,0
277,COC(=O)c1cc(NCc2cc(O)ccc2O)ccc1O,COC(=O)c1cc(NCc2cc(O)ccc2O)ccc1O,1,1,1.0,0,0
278,O=C1NC(=O)c2cc(Nc3ccccc3)c(Nc3ccccc3)cc21,O=C1NC(=O)c2cc(Nc3ccccc3)c(Nc3ccccc3)cc21,1,1,1.0,0,0
279,O=C1NC(=O)c2cc(Nc3ccccc3)c(Nc3ccccc3)cc21,O=C1NC(=O)c2cc(Nc3ccccc3)c(Nc3ccccc3)cc21,1,1,1.0,0,0
280,COc1ccc(Nc2cc3c(cc2Nc2ccc(OC)cc2)C(=O)NC3=O)cc1,COc1ccc(Nc2cc3c(cc2Nc2ccc(OC)cc2)C(=O)NC3=O)cc1,1,1,1.0,0,0
281,COc1ccc(Nc2cc3c(cc2Nc2ccc(OC)cc2)C(=O)NC3=O)cc1,COc1ccc(Nc2cc3c(cc2Nc2ccc(OC)cc2)C(=O)NC3=O)cc1,1,1,1.0,0,0
282,CN(c1ccccc1)c1cc2c(cc1Nc1ccccc1)C(=O)NC2=O,CN(c1ccccc1)c1cc2c(cc1Nc1ccccc1)C(=O)NC2=O,1,1,1.0,0,0
283,CN(c1ccccc1)c1cc2c(cc1Nc1ccccc1)C(=O)NC2=O,CN(c1ccccc1)c1cc2c(cc1Nc1ccccc1)C(=O)NC2=O,1,1,1.0,0,0
284,COC(=O)c1cc(Nc2ccccc2)c(Nc2ccccc2)cc1C(=O)OC,COC(=O)c1cc(Nc2ccccc2)c(Nc2ccccc2)cc1C(=O)OC,1,1,1.0,0,0
285,CN(C)c1cc2c(Nc3cccc(Br)c3)ncnc2cn1,CN(C)c1cc2c(Nc3cccc(Br)c3)ncnc2cn1,1,1,1.0,0,0
286,CN(C)c1cc2c(Nc3cccc(Br)c3)ncnc2cn1,CN(C)c1cc2c(Nc3cccc(Br)c3)ncnc2cn1,1,1,1.0,0,0
287,Cc1ccc2c(c1)c(C(=O)Nc1ccccc1)c(SSc1c(C(=O)Nc3ccccc3)c3cc(C)ccc3n1C)n2C,Cc1ccc2c(c1)c(C(=O)Nc1ccccc1)c(SSc1c(C(=O)Nc3ccccc3)c3cc(C)ccc3n1C)n2C,1,1,1.0,0,0
288,CC(=O)Oc1ccc2c(c1)c(C(=O)Nc1ccccc1)c(SSc1c(C(=O)Nc3ccccc3)c3cc(OC(C)=O)ccc3n1C)n2C,CC(=O)Oc1ccc2c(c1)c(C(=O)Nc1ccccc1)c(SSc1c(C(=O)Nc3ccccc3)c3cc(OC(C)=O)ccc3n1C)n2C,1,1,1.0,0,0
289,Cn1c(SSCc2ccccc2)c(C(=O)Nc2ccccc2)c2ccccc21,Cn1c(SSCc2ccccc2)c(C(=O)Nc2ccccc2)c2ccccc21,1,1,1.0,0,0
290,O=S(=O)(CCO)c1cc2c(Nc3cccc(Br)c3)ncnc2cn1,O=S(=O)(CCO)c1cc2c(Nc3cccc(Br)c3)ncnc2cn1,1,1,1.0,0,0
291,Cn1c(=O)c(-c2c(Cl)cccc2Cl)cc2cnc(Nc3ccc(CC(=O)O)cc3)nc21,Cn1c(=O)c(-c2c(Cl)cccc2Cl)cc2cnc(Nc3ccc(CC(=O)O)cc3)nc21,1,1,1.0,0,0
292,COc1ccccc1Nc1ncc2cc(-c3c(Cl)cccc3Cl)c(=O)n(C)c2n1,COc1ccccc1Nc1ncc2cc(-c3c(Cl)cccc3Cl)c(=O)n(C)c2n1,1,1,1.0,0,0
293,Brc1cccc(Nc2ncnc3cnc(NCCCn4ccnc4)nc23)c1,Brc1cccc(Nc2ncnc3cnc(NCCCn4ccnc4)nc23)c1,1,1,1.0,0,0
294,COC(=O)c1cc(/N=C/c2ccc(O)cc2)ccc1O,COC(=O)c1cc(/N=C/c2ccc(O)cc2)ccc1O,1,1,1.0,0,0
295,COC(=O)c1cc(NCc2cc(O)ccc2O)ccc1OC,COC(=O)c1cc(NCc2cc(O)ccc2O)ccc1OC,1,1,1.0,0,0
296,Cn1c(=O)c(-c2c(Cl)cccc2Cl)cc2cnc(NCCCN3CCOCC3)nc21,Cn1c(=O)c(-c2c(Cl)cccc2Cl)cc2cnc(NCCCN3CCOCC3)nc21,1,1,1.0,0,0
297,Cn1c(=O)c(-c2c(Cl)cccc2Cl)cc2cnc(NCCCCCC(=O)O)nc21,Cn1c(=O)c(-c2c(Cl)cccc2Cl)cc2cnc(NCCCCCC(=O)O)nc21,1,1,1.0,0,0
298,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1,1,1,1.0,0,0
299,CN1C(=S)C(C(=O)Nc2ccccc2)c2cccnc21,CN1C(=S)C(C(=O)Nc2ccccc2)c2cccnc21,1,1,1.0,0,0
300,C=C(C)C(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,C=C(C)C(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,1,1,1.0,0,0
301,C=C(C)C(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,C=C(C)C(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,1,1,1.0,0,0
302,Cn1c(=O)c(-c2c(Cl)cccc2Cl)cc2cnc(Nc3cccc(C(=O)O)c3)nc21,Cn1c(=O)c(-c2c(Cl)cccc2Cl)cc2cnc(Nc3cccc(C(=O)O)c3)nc21,1,1,1.0,0,0
303,CN(C)c1ccc2ncnc(Nc3cccc(Br)c3)c2c1,CN(C)c1ccc2ncnc(Nc3cccc(Br)c3)c2c1,1,1,1.0,0,0
304,CN(C)c1ccc2ncnc(Nc3cccc(Br)c3)c2n1,CN(C)c1ccc2ncnc(Nc3cccc(Br)c3)c2n1,1,1,1.0,0,0
305,CN(C)c1ccc2ncnc(Nc3cccc(Br)c3)c2n1,CN(C)c1ccc2ncnc(Nc3cccc(Br)c3)c2n1,1,1,1.0,0,0
306,Nc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,Nc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,1,1,1.0,0,0
307,Nc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,Nc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,1,1,1.0,0,0
308,COc1cccc2c1c(C(=O)Nc1ccccc1)c(SSc1c(C(=O)Nc3ccccc3)c3c(OC)cccc3n1C)n2C,COc1cccc2c1c(C(=O)Nc1ccccc1)c(SSc1c(C(=O)Nc3ccccc3)c3c(OC)cccc3n1C)n2C,1,1,1.0,0,0
309,Cn1c(SSc2c(C(=O)Nc3ccccc3)c3ccc(O)cc3n2C)c(C(=O)Nc2ccccc2)c2ccc(O)cc21,Cn1c(SSc2c(C(=O)Nc3ccccc3)c3ccc(O)cc3n2C)c(C(=O)Nc2ccccc2)c2ccc(O)cc21,1,1,1.0,0,0
310,COC(=O)c1ccc(NCc2cc(O)ccc2O)cc1O,COC(=O)c1ccc(NCc2cc(O)ccc2O)cc1O,1,1,1.0,0,0
311,Cc1ccc(Nc2cc3c(cc2Nc2ccc(C)cc2)C(=O)NC3=O)cc1,Cc1ccc(Nc2cc3c(cc2Nc2ccc(C)cc2)C(=O)NC3=O)cc1,1,1,1.0,0,0
312,Cc1ccc(Nc2cc3c(cc2Nc2ccc(C)cc2)C(=O)NC3=O)cc1,Cc1ccc(Nc2cc3c(cc2Nc2ccc(C)cc2)C(=O)NC3=O)cc1,1,1,1.0,0,0
313,O=C1NC(=O)c2cc(Nc3ccc(-c4ccccc4)cc3)c(Nc3ccc(-c4ccccc4)cc3)cc21,O=C1NC(=O)c2cc(Nc3ccc(-c4ccccc4)cc3)c(Nc3ccc(-c4ccccc4)cc3)cc21,1,1,1.0,0,0
314,O=C1NC(=O)c2cc(Nc3ccc(-c4ccccc4)cc3)c(Nc3ccc(-c4ccccc4)cc3)cc21,O=C1NC(=O)c2cc(Nc3ccc(-c4ccccc4)cc3)c(Nc3ccc(-c4ccccc4)cc3)cc21,1,1,1.0,0,0
315,CN(C)CCCNC(=O)/C=C/C(=O)Nc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,CN(C)CCCNC(=O)/C=C/C(=O)Nc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,1,1,1.0,0,0
316,CN(C)CCCNC(=O)/C=C/C(=O)Nc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,CN(C)CCCNC(=O)/C=C/C(=O)Nc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,1,1,1.0,0,0
317,CN(C)CCCNC(=O)/C=C/C(=O)Nc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,CN(C)CCCNC(=O)/C=C/C(=O)Nc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,1,1,1.0,0,0
318,Cn1c(=O)c(-c2c(Cl)cccc2Cl)cc2cnc(NCCO)nc21,Cn1c(=O)c(-c2c(Cl)cccc2Cl)cc2cnc(NCCO)nc21,1,1,1.0,0,0
319,Cn1c(=O)c(-c2c(Cl)cccc2Cl)cc2cnc(Nc3cccnc3)nc21,Cn1c(=O)c(-c2c(Cl)cccc2Cl)cc2cnc(Nc3cccnc3)nc21,1,1,1.0,0,0
320,COc1cc2ncc(C#N)c(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCOCC1,COc1cc2ncc(C#N)c(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCOCC1,1,1,1.0,0,0
321,CC(=O)Oc1cccc2c1c(C(=O)Nc1ccccc1)c(SSc1c(C(=O)Nc3ccccc3)c3c(OC(C)=O)cccc3n1C)n2C,CC(=O)Oc1cccc2c1c(C(=O)Nc1ccccc1)c(SSc1c(C(=O)Nc3ccccc3)c3c(OC(C)=O)cccc3n1C)n2C,1,1,1.0,0,0
322,COC(=O)c1cc(NCc2ccc(O)cc2)ccc1O,COC(=O)c1cc(NCc2ccc(O)cc2)ccc1O,1,1,1.0,0,0
323,O=C(/C=C/c1ccccc1)Nc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,O=C(/C=C/c1ccccc1)Nc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,1,1,1.0,0,0
324,O=C(/C=C/c1ccccc1)Nc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,O=C(/C=C/c1ccccc1)Nc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,1,1,1.0,0,0
325,Cn1c(=O)c(-c2c(Cl)cccc2Cl)cc2cnc(N)nc21,Cn1c(=O)c(-c2c(Cl)cccc2Cl)cc2cnc(N)nc21,1,1,1.0,0,0
326,COc1ccc2ncnc(Nc3cccc(Br)c3)c2n1,COc1ccc2ncnc(Nc3cccc(Br)c3)c2n1,1,1,1.0,0,0
327,Cn1c(SSc2c(C(=O)Nc3ccccc3)c3cc(F)ccc3n2C)c(C(=O)Nc2ccccc2)c2cc(F)ccc21,Cn1c(SSc2c(C(=O)Nc3ccccc3)c3cc(F)ccc3n2C)c(C(=O)Nc2ccccc2)c2cc(F)ccc21,1,1,1.0,0,0
328,Cn1c(SSc2c(C(=O)Nc3ccccc3)c3cc(O)ccc3n2C)c(C(=O)Nc2ccccc2)c2cc(O)ccc21,Cn1c(SSc2c(C(=O)Nc3ccccc3)c3cc(O)ccc3n2C)c(C(=O)Nc2ccccc2)c2cc(O)ccc21,1,1,1.0,0,0
329,Cn1c(SSc2c(C(=O)Nc3ccccc3)c3cccnc3n2C)c(C(=O)Nc2ccccc2)c2cccnc21,Cn1c(SSc2c(C(=O)Nc3ccccc3)c3cccnc3n2C)c(C(=O)Nc2ccccc2)c2cccnc21,1,1,1.0,0,0
330,C=CC(=O)Nc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,C=CC(=O)Nc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,1,1,1.0,0,0
331,C=CC(=O)Nc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,C=CC(=O)Nc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,1,1,1.0,0,0
332,O=C(/C=C/C(F)(F)F)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,O=C(/C=C/C(F)(F)F)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,1,1,1.0,0,0
333,O=C(/C=C/C(F)(F)F)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,O=C(/C=C/C(F)(F)F)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,1,1,1.0,0,0
334,C=C=CC(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,C=C=CC(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,1,1,1.0,0,0
335,C=C=CC(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,C=C=CC(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,1,1,1.0,0,0
336,CCn1c(=O)c(-c2c(Cl)cccc2Cl)cc2cnc(Nc3ccncc3)nc21,CCn1c(=O)c(-c2c(Cl)cccc2Cl)cc2cnc(Nc3ccncc3)nc21,1,1,1.0,0,0
337,Cn1c(SSc2c(C(=O)Nc3ccccc3)c3ccc(Cl)cc3n2C)c(C(=O)Nc2ccccc2)c2ccc(Cl)cc21,Cn1c(SSc2c(C(=O)Nc3ccccc3)c3ccc(Cl)cc3n2C)c(C(=O)Nc2ccccc2)c2ccc(Cl)cc21,1,1,1.0,0,0
338,CCN(CC)CCCNc1ncc2cc(-c3c(Cl)cccc3Cl)c(=O)n(C)c2n1,CCN(CC)CCCNc1ncc2cc(-c3c(Cl)cccc3Cl)c(=O)n(C)c2n1,1,1,1.0,0,0
339,CN1CCN(CCCCNc2ncc3cc(-c4c(Cl)cccc4Cl)c(=O)n(C)c3n2)CC1,CN1CCN(CCCCNc2ncc3cc(-c4c(Cl)cccc4Cl)c(=O)n(C)c3n2)CC1,1,1,1.0,0,0
340,CN(C)c1ncc2ncnc(Nc3cccc(Br)c3)c2n1,CN(C)c1ncc2ncnc(Nc3cccc(Br)c3)c2n1,1,1,1.0,0,0
341,CN(C)c1ncc2ncnc(Nc3cccc(Br)c3)c2n1,CN(C)c1ncc2ncnc(Nc3cccc(Br)c3)c2n1,1,1,1.0,0,0
342,Cn1c(SSc2c(C(=O)Nc3ccccc3)c3cc(Cl)ccc3n2C)c(C(=O)Nc2ccccc2)c2cc(Cl)ccc21,Cn1c(SSc2c(C(=O)Nc3ccccc3)c3cc(Cl)ccc3n2C)c(C(=O)Nc2ccccc2)c2cc(Cl)ccc21,1,1,1.0,0,0
343,Cn1c(SSc2c(C(=O)Nc3ccccc3)c3cc(C(F)(F)F)ccc3n2C)c(C(=O)Nc2ccccc2)c2cc(C(F)(F)F)ccc21,Cn1c(SSc2c(C(=O)Nc3ccccc3)c3cc(C(F)(F)F)ccc3n2C)c(C(=O)Nc2ccccc2)c2cc(C(F)(F)F)ccc21,1,1,1.0,0,0
344,N#Cc1ccc(Nc2cc3c(cc2Nc2ccc(C#N)cc2)C(=O)NC3=O)cc1,N#Cc1ccc(Nc2cc3c(cc2Nc2ccc(C#N)cc2)C(=O)NC3=O)cc1,1,1,1.0,0,0
345,CN(C)CCCOC(=O)/C=C/C(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,CN(C)CCCOC(=O)/C=C/C(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,1,1,1.0,0,0
346,CN(C)CCCOC(=O)/C=C/C(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,CN(C)CCCOC(=O)/C=C/C(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,1,1,1.0,0,0
347,CN(C)CCCOC(=O)/C=C/C(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,CN(C)CCCOC(=O)/C=C/C(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,1,1,1.0,0,0
348,C=C[S+]([O-])c1cc2c(Nc3cccc(Br)c3)ncnc2cn1,C=C[S+]([O-])c1cc2c(Nc3cccc(Br)c3)ncnc2cn1,1,1,1.0,0,0
349,C=C[S+]([O-])c1cc2c(Nc3cccc(Br)c3)ncnc2cn1,C=C[S+]([O-])c1cc2c(Nc3cccc(Br)c3)ncnc2cn1,1,1,1.0,0,0
350,CNc1ncc2cc(-c3c(Cl)cccc3Cl)c(=O)n(C)c2n1,CNc1ncc2cc(-c3c(Cl)cccc3Cl)c(=O)n(C)c2n1,1,1,1.0,0,0
351,Cn1c(=O)c(-c2c(Cl)cccc2Cl)cc2cnc(NCc3ccccn3)nc21,Cn1c(=O)c(-c2c(Cl)cccc2Cl)cc2cnc(NCc3ccccn3)nc21,1,1,1.0,0,0
352,Cn1c(=O)c(-c2c(Cl)cccc2Cl)cc2cnc(Nc3ccc(Cl)cc3)nc21,Cn1c(=O)c(-c2c(Cl)cccc2Cl)cc2cnc(Nc3ccc(Cl)cc3)nc21,1,1,1.0,0,0
353,C=C/C=C/C(=O)Nc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,C=C/C=C/C(=O)Nc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,1,1,1.0,0,0
354,C=C/C=C/C(=O)Nc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,C=C/C=C/C(=O)Nc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,1,1,1.0,0,0
355,C=CS(=O)(=O)Nc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,C=CS(=O)(=O)Nc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,1,1,1.0,0,0
356,C=CS(=O)(=O)Nc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,C=CS(=O)(=O)Nc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,1,1,1.0,0,0
357,Cn1c(=O)c(-c2c(Cl)cccc2Cl)cc2cnc(Nc3ccc(CCCC(=O)O)cc3)nc21,Cn1c(=O)c(-c2c(Cl)cccc2Cl)cc2cnc(Nc3ccc(CCCC(=O)O)cc3)nc21,1,1,1.0,0,0
358,Cn1c(=O)c(-c2c(Cl)cccc2Cl)cc2cnc(Nc3ccncc3)nc21,Cn1c(=O)c(-c2c(Cl)cccc2Cl)cc2cnc(Nc3ccncc3)nc21,1,1,1.0,0,0
359,Cn1c(SSc2ccccc2)c(C(=O)Nc2ccccc2)c2ccccc21,Cn1c(SSc2ccccc2)c(C(=O)Nc2ccccc2)c2ccccc21,1,1,1.0,0,0
360,O=C(O)c1cc(NCc2cc(O)ccc2O)ccc1O,O=C(O)c1cc(NCc2cc(O)ccc2O)ccc1O,1,1,1.0,0,0
361,O=C1NC(=O)c2cc3c(cc21)N(c1ccccc1)CCN3c1ccccc1,O=C1NC(=O)c2cc3c(cc21)N(c1ccccc1)CCN3c1ccccc1,1,1,1.0,0,0
362,O=C(O)/C=C/C(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,O=C(O)/C=C/C(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,1,1,1.0,0,0
363,O=C(O)/C=C/C(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,O=C(O)/C=C/C(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,1,1,1.0,0,0
364,Cn1c(=O)c(-c2c(Cl)cccc2Cl)cc2cnc(Nc3ccccc3)nc21,Cn1c(=O)c(-c2c(Cl)cccc2Cl)cc2cnc(Nc3ccccc3)nc21,1,1,1.0,0,0
365,Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,1,1,1.0,0,0
366,CNc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,CNc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,1,1,1.0,0,0
367,Cn1c(SSc2c(C(=O)Nc3ccccc3)c3cc(Br)ccc3n2C)c(C(=O)Nc2ccccc2)c2cc(Br)ccc21,Cn1c(SSc2c(C(=O)Nc3ccccc3)c3cc(Br)ccc3n2C)c(C(=O)Nc2ccccc2)c2cc(Br)ccc21,1,1,1.0,0,0
368,COc1ccc2c(c1)c(C(=O)Nc1ccccc1)c(SSc1c(C(=O)Nc3ccccc3)c3cc(OC)ccc3n1C)n2C,COc1ccc2c(c1)c(C(=O)Nc1ccccc1)c(SSc1c(C(=O)Nc3ccccc3)c3cc(OC)ccc3n1C)n2C,1,1,1.0,0,0
369,COc1ccc2c(C(=O)Nc3ccccc3)c(SSc3c(C(=O)Nc4ccccc4)c4ccc(OC)cc4n3C)n(C)c2c1,COc1ccc2c(C(=O)Nc3ccccc3)c(SSc3c(C(=O)Nc4ccccc4)c4ccc(OC)cc4n3C)n(C)c2c1,1,1,1.0,0,0
370,O=C(O)c1cc(NCc2ccccc2O)ccc1O,O=C(O)c1cc(NCc2ccccc2O)ccc1O,1,1,1.0,0,0
371,O=C(/C=C/C(=O)Nc1cc2c(Nc3cccc(Br)c3)ncnc2cn1)NCCCn1ccnc1,O=C(/C=C/C(=O)Nc1cc2c(Nc3cccc(Br)c3)ncnc2cn1)NCCCn1ccnc1,1,1,1.0,0,0
372,O=C(/C=C/C(=O)Nc1cc2c(Nc3cccc(Br)c3)ncnc2cn1)NCCCn1ccnc1,O=C(/C=C/C(=O)Nc1cc2c(Nc3cccc(Br)c3)ncnc2cn1)NCCCn1ccnc1,1,1,1.0,0,0
373,O=C(/C=C/C(=O)Nc1cc2c(Nc3cccc(Br)c3)ncnc2cn1)NCCCn1ccnc1,O=C(/C=C/C(=O)Nc1cc2c(Nc3cccc(Br)c3)ncnc2cn1)NCCCn1ccnc1,1,1,1.0,0,0
374,CN1CCN(CCCNc2ncc3cc(-c4c(Cl)cccc4Cl)c(=O)n(C)c3n2)CC1,CN1CCN(CCCNc2ncc3cc(-c4c(Cl)cccc4Cl)c(=O)n(C)c3n2)CC1,1,1,1.0,0,0
375,Cn1c(=O)c(-c2c(Cl)cccc2Cl)cc2cnc(NCCc3ccccn3)nc21,Cn1c(=O)c(-c2c(Cl)cccc2Cl)cc2cnc(NCCc3ccccn3)nc21,1,1,1.0,0,0
376,CN(C)CCNc1ncc2ncnc(Nc3cccc(Br)c3)c2n1,CN(C)CCNc1ncc2ncnc(Nc3cccc(Br)c3)c2n1,1,1,1.0,0,0
377,CC(=O)Oc1cccc2c(C(=O)Nc3ccccc3)c(SSc3c(C(=O)Nc4ccccc4)c4cccc(OC(C)=O)c4n3C)n(C)c12,CC(=O)Oc1cccc2c(C(=O)Nc3ccccc3)c(SSc3c(C(=O)Nc4ccccc4)c4cccc(OC(C)=O)c4n3C)n(C)c12,1,1,1.0,0,0
378,COC(=O)c1cc(/N=C/c2ccccc2O)ccc1O,COC(=O)c1cc(/N=C/c2ccccc2O)ccc1O,1,1,1.0,0,0
379,CCNc1ncc2cc(-c3c(Cl)cccc3Cl)c(=O)n(C)c2n1,CCNc1ncc2cc(-c3c(Cl)cccc3Cl)c(=O)n(C)c2n1,1,1,1.0,0,0
380,Cc1ccc(Nc2ncc3cc(-c4c(Cl)cccc4Cl)c(=O)n(C)c3n2)cc1,Cc1ccc(Nc2ncc3cc(-c4c(Cl)cccc4Cl)c(=O)n(C)c3n2)cc1,1,1,1.0,0,0
381,COc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,COc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,1,1,1.0,0,0
